count,x,y,z
1,2212,1897,1694
2,2212,1897,1694
3,2188,1954,1509
4,2150,1988,1526
5,2213,2019,1467
6,2137,1959,1501
7,2180,1899,1608
8,2150,1988,1526
9,2190,1914,1618
10,1902,259,1338
11,1880,239,1370
12,1909,220,1356
13,1872,208,1374
14,1900,187,1369
15,1836,217,1384
16,1884,200,1377
17,1894,222,1328
18,1872,208,1374
19,1861,231,1351
20,1872,208,1374
21,1893,279,1346
22,1879,293,1376
23,1901,235,1353
24,1893,279,1346
25,1898,306,1385
26,1893,284,1370
27,1854,239,1350
28,1883,253,1385
29,1868,268,1393
30,1878,292,1353
31,1863,270,1335
32,1863,275,1360
33,1843,211,1389
34,1893,279,1346
35,1151,247,541
36,1882,258,1410
37,1863,275,1360
38,1900,296,1360
39,1852,248,1400
40,1863,270,1335
41,1883,252,1362
42,1883,253,1385
43,1820,243,1347
44,1771,253,1342
45,1834,264,1367
46,1787,238,1359
47,1818,247,1371
48,1871,272,1338
49,1832,233,1342
50,1858,252,1322
51,1830,236,1367
52,1827,278,1357
53,1841,264,1328
54,1878,292,1353
55,1840,253,1357
56,1885,244,1337
57,1863,270,1335
58,1821,271,1388
59,1850,279,1341
60,1912,290,1354
61,1879,293,1376
62,1863,270,1335
63,1840,253,1380
64,1840,253,1380
65,1865,207,1416
66,1886,245,1392
67,1841,187,1355
68,1836,193,1403
69,1883,189,1407
70,1839,224,1335
71,1886,245,1392
72,1849,177,1385
73,1841,187,1355
74,1865,240,1383
75,1805,257,1386
76,1884,246,1344
77,1893,280,1352
78,1825,265,1370
79,1774,239,1379
80,1875,214,1355
81,1870,261,1374
82,1874,220,1382
83,1870,261,1374
84,1871,227,1349
85,1878,294,1359
86,1838,255,1363
87,1911,268,1344
88,1875,270,1366
89,1842,247,1338
90,1838,255,1363
91,1882,254,1368
92,1831,297,1355
93,1799,215,1366
94,1831,297,1355
95,1838,255,1363
96,1864,223,1364
97,1822,268,1311
98,1832,233,1342
99,1879,228,1346
100,1890,255,1388
101,1862,241,1353
102,1820,243,1347
103,1851,247,1333
104,1890,255,1388
105,1832,233,1342
106,1840,269,1353
107,1808,215,1385
108,1862,239,1329
109,1871,282,1383
110,1839,273,1374
111,1847,259,1402
112,1848,255,1377
113,1792,231,1387
114,1886,300,1397
115,1830,236,1361
116,1861,245,1372
117,1839,273,1374
118,1827,277,1351
119,1851,213,1386
120,1834,262,1325
121,1833,266,1351
122,1821,271,1388
123,1883,253,1385
124,1840,253,1380
125,1849,285,1365
126,1840,253,1380
127,1871,226,1343
128,1810,205,1403
129,1840,253,1357
130,1843,211,1389
131,1842,212,1365
132,1821,238,1391
133,1827,227,1396
134,1840,253,1357
135,1840,253,1380
136,1840,253,1357
137,1871,259,1368
138,1797,938,582
139,1862,227,1382
140,1855,269,1375
141,1840,253,1380
142,1790,233,1393
143,1808,215,1362
144,1848,255,1360
145,1827,278,1357
146,1820,243,1347
147,1799,227,1356
148,1801,224,1330
149,1818,247,1371
150,1848,256,1383
151,1847,261,1408
152,1820,243,1347
153,1846,227,1344
154,1761,201,1364
155,1798,201,1394
156,1773,145,1364
157,1839,198,1357
158,1772,187,1380
159,1761,201,1364
160,1798,238,1364
161,1812,187,1403
162,1772,187,1380
163,1804,195,1370
164,1823,264,1357
165,1840,253,1357
166,1883,252,1362
167,1883,253,1385
168,1814,238,1402
169,1849,285,1365
170,1862,887,720
171,1854,239,1350
172,1868,268,1393
173,1862,227,1382
174,1850,279,1341
175,1850,279,1341
176,1852,277,1400
177,1871,259,1368
178,1840,253,1357
179,1904,256,1369
180,1853,243,1375
181,1879,293,1376
182,1806,282,1392
183,1840,253,1357
184,1795,257,1352
185,1822,234,1364
186,1863,275,1360
187,1852,248,1400
188,1827,227,1396
189,1853,243,1375
190,1810,244,1368
191,1863,275,1360
192,1813,241,1344
193,1822,234,1364
194,1822,272,1411
195,1840,253,1357
196,1803,289,1360
197,1820,243,1347
198,1803,258,1355
199,1820,243,1347
200,1827,278,1357
201,1789,269,1362
202,1811,255,1317
203,1840,269,1353
204,1830,272,1391
205,1798,265,1320
206,1828,273,1332
207,1848,255,1360
208,1823,212,1372
209,1809,229,1363
210,1878,197,1369
211,1802,233,1345
212,1818,181,1346
213,1818,181,1346
214,1838,199,1364
215,1795,204,1359
216,1787,176,1372
217,1809,229,1363
218,1797,239,1370
219,1850,279,1341
220,1849,285,1365
221,1883,253,1385
222,1891,264,1373
223,1859,317,1349
224,1893,284,1370
225,1871,226,1343
226,1902,311,1329
227,1821,271,1388
228,1813,241,1344
229,1860,309,1384
230,1868,268,1393
231,1863,275,1360
232,1824,230,1339
233,1832,295,1349
234,1854,239,1350
235,1862,869,785
236,1880,283,1326
237,1900,296,1360
238,1823,264,1357
239,1810,274,1371
240,1835,257,1299
241,1827,200,1379
242,1816,209,1361
243,1809,218,1410
244,1776,212,1340
245,1880,224,1346
246,1809,218,1410
247,1859,204,1366
248,1866,205,1409
249,1798,227,1394
250,1825,236,1407
251,1823,241,1380
252,1853,242,1369
253,1863,256,1441
254,1839,257,1399
255,1914,289,1371
256,1861,310,1402
257,1841,252,1374
258,1765,918,605
259,1809,248,1388
260,1853,242,1369
261,1823,233,1358
262,1848,294,1410
263,1814,313,1380
264,1863,275,1360
265,1852,277,1400
266,1850,277,1317
267,1864,292,1336
268,1787,261,1334
269,1821,271,1329
270,1795,258,1375
271,1839,220,1360
272,1853,243,1375
273,1813,241,1344
274,1836,218,1309
275,1877,255,1365
276,1858,244,1334
277,1874,263,1331
278,1865,231,1346
279,1882,222,1365
280,1817,239,1366
281,1843,259,1349
282,1865,231,1346
283,1874,263,1331
284,1894,245,1381
285,1825,265,1370
286,1840,270,1332
287,1892,203,1350
288,1902,226,1299
289,1891,266,1381
290,1875,252,1357
291,1794,259,1358
292,1892,203,1350
293,1870,261,1374
294,1850,281,1347
295,1870,261,1374
296,1793,262,1393
297,1839,257,1399
298,1823,233,1358
299,1899,304,1402
300,1822,271,1406
301,1861,307,1378
302,1853,242,1369
303,1820,275,1348
304,1849,289,1384
305,1869,265,1387
306,1827,260,1361
307,1863,275,1360
308,1810,274,1371
309,1853,243,1375
310,1832,220,1371
311,1871,259,1368
312,1883,253,1385
313,1843,211,1389
314,1795,257,1352
315,1813,239,1320
316,1840,253,1380
317,1805,284,1336
318,1863,279,1380
319,1841,252,1374
320,1818,280,1374
321,1822,269,1382
322,1841,252,1374
323,1879,292,1370
324,1849,289,1384
325,1841,252,1374
326,1853,242,1369
327,1855,268,1370
328,1822,269,1382
329,1869,199,1384
330,1838,191,1374
331,1857,208,1391
332,1845,224,1361
333,1805,184,1362
334,1827,200,1379
335,1877,231,1371
336,1827,200,1379
337,1795,194,1390
338,1838,191,1374
339,1824,237,1348
340,1847,223,1384
341,1811,178,1336
342,1835,232,1366
343,1866,205,1409
344,1818,210,1348
345,1803,226,1355
346,1892,221,1364
347,1866,238,1377
348,1771,220,1381
349,1798,227,1394
350,1863,246,1402
351,1823,264,1357
352,1850,279,1341
353,1878,292,1353
354,1795,257,1352
355,1863,270,1335
356,1821,271,1388
357,1823,267,1304
358,1823,264,1357
359,1782,268,1359
360,1832,295,1349
361,1810,274,1371
362,1876,901,779
363,1863,244,1395
364,1821,244,1449
365,1849,254,1406
366,1849,254,1406
367,1823,206,1421
368,1824,205,1397
369,1818,248,1391
370,1792,198,1385
371,1807,254,1375
372,1849,254,1406
373,1805,224,1371
374,1853,275,1394
375,1875,217,1371
376,1827,260,1361
377,1867,341,1361
378,1837,286,1401
379,1820,275,1348
380,1898,303,1379
381,1853,275,1394
382,1841,251,1351
383,1822,269,1382
384,1820,298,1338
385,1810,275,1377
386,1856,264,1357
387,1836,287,1334
388,1847,304,1350
389,1812,269,1352
390,1836,214,1355
391,1873,296,1288
392,1838,277,1294
393,1875,252,1357
394,1875,252,1357
395,1931,300,1377
396,1868,268,1393
397,1820,276,1354
398,1801,213,1360
399,1840,253,1357
400,1879,293,1376
401,1878,292,1353
402,1810,244,1368
403,1824,230,1339
404,1854,238,1326
405,1893,279,1346
406,1869,265,1387
407,1822,271,1406
408,1850,283,1359
409,1879,298,1395
410,1852,247,1394
411,1869,265,1387
412,1861,307,1378
413,1841,252,1374
414,1841,327,1349
415,1839,257,1399
416,1815,310,1374
417,1784,307,1385
418,1893,283,1364
419,1850,283,1359
420,1783,266,1352
421,1891,284,1341
422,1879,292,1370
423,1859,316,1343
424,1893,283,1364
425,1829,302,1367
426,1829,302,1367
427,1850,313,-383
428,1861,307,1378
429,1805,224,1371
430,1874,269,1356
431,1850,249,1379
432,1792,198,1385
433,1840,225,1417
434,1822,241,1367
435,1824,205,1397
436,1817,213,1367
437,1814,255,1357
438,1831,272,1440
439,1867,266,1432
440,1823,268,1379
441,1852,246,1391
442,1859,315,1339
443,1849,288,1381
444,1860,315,1422
445,1862,279,1377
446,1822,270,1402
447,1901,243,1394
448,1831,301,1387
449,1860,315,1422
450,1861,264,1384
451,1868,217,1410
452,1867,235,1388
453,1838,239,1409
454,1844,217,1432
455,1840,254,1397
456,1816,204,1418
457,1856,242,1393
458,1840,254,1397
459,1857,237,1363
460,1885,218,1356
461,1798,192,1361
462,1852,247,1394
463,1821,270,1324
464,1855,238,1344
465,1883,250,1356
466,1879,292,1370
467,1851,278,1335
468,1829,302,1367
469,1855,238,1344
470,1850,283,1359
471,1841,252,1374
472,1895,260,1377
473,1833,292,1343
474,1833,292,1343
475,1853,242,1369
476,1851,278,1335
477,1864,269,1330
478,1811,244,1362
479,1827,260,1361
480,1811,244,1362
481,1841,251,1351
482,1821,270,1324
483,1833,292,1343
484,1827,260,1361
485,1820,275,1348
486,1811,244,1362
487,1827,260,1361
488,1821,270,1324
489,1811,244,1362
490,1850,283,1359
491,1849,289,1384
492,1886,324,1330
493,1850,283,1359
494,1848,293,1406
495,1841,252,1371
496,1859,321,1365
497,1819,279,1371
498,1809,247,1385
499,1849,288,1381
500,1785,304,1358
501,1848,293,1406
502,1903,315,1344
503,1802,292,1376
504,1802,292,1376
505,1825,294,1363
506,1901,265,1355
507,1857,237,1363
508,1810,246,1389
509,1828,230,1380
510,1810,246,1389
511,1816,203,1395
512,1817,280,1374
513,1857,237,1363
514,1821,197,1370
515,1810,246,1389
516,1805,224,1371
517,1863,244,1395
518,1875,236,1391
519,1804,224,1348
520,1834,196,1392
521,1798,192,1361
522,1827,200,1370
523,1858,207,1385
524,1833,262,1387
525,1824,205,1397
526,1878,229,1365
527,1842,220,1393
528,1879,289,1347
529,1840,326,1327
530,1827,260,1361
531,1855,238,1344
532,1881,252,1297
533,1891,284,1341
534,1851,275,1311
535,1811,272,1366
536,1834,261,1319
537,1851,278,1335
538,1820,275,1348
539,1820,275,1348
540,1833,265,1345
541,1886,324,1330
542,1841,252,1374
543,1803,288,1354
544,1855,236,1320
545,1844,210,1360
546,1891,284,1341
547,1802,288,1331
548,1851,278,1335
549,1851,278,1335
550,1807,183,1355
551,1842,220,1393
552,1863,244,1395
553,1787,242,1379
554,1807,183,1355
555,1849,254,1406
556,1804,224,1348
557,1827,200,1370
558,1807,182,1379
559,1850,249,1379
560,1902,226,1365
561,1925,296,1352
562,1895,269,1308
563,1916,256,1325
564,1906,229,1365
565,1874,219,1357
566,1900,297,1396
567,1887,241,1372
568,1903,310,1362
569,1917,262,1351
570,1918,280,1364
571,1827,260,1361
572,1818,248,1391
573,1845,262,1428
