count,x,y,z
1,1632.0,1358.0,962.0
2,4010.0,2356.0,1577.0
3,4013.0,2348.0,1580.0
4,4028.0,2339.0,1565.0
5,4023.0,2327.0,1565.0
6,4009.0,2361.0,1572.0
7,4017.0,2369.0,1563.0
8,4027.0,2357.0,1562.0
9,4018.0,2344.0,1568.0
10,4056.0,2331.0,1574.0
11,4007.0,2366.0,1584.0
12,4037.0,2323.0,1562.0
13,4002.0,2355.0,1584.0
14,3997.0,2367.0,1578.0
15,4042.0,2336.0,1562.0
16,4002.0,2355.0,1584.0
17,3976.0,2362.0,1590.0
18,4032.0,2374.0,1558.0
19,1622.0,1370.0,1094.0
20,1582.0,1343.0,969.0
21,1619.0,1382.0,1014.0
22,1628.0,1402.0,964.0
23,1635.0,1367.0,989.0
24,1625.0,1347.0,1040.0
25,1607.0,1367.0,961.0
26,1622.0,1410.0,1040.0
27,1619.0,1382.0,1014.0
28,1625.0,1347.0,1040.0
29,1606.0,1437.0,1008.0
30,1586.0,1350.0,997.0
31,1615.0,1328.0,1106.0
32,1622.0,1413.0,1103.0
33,1642.0,1350.0,1022.0
34,1640.0,1347.0,1062.0
35,1617.0,1426.0,1087.0
36,1663.0,1360.0,1068.0
37,1622.0,1371.0,993.0
38,1614.0,1376.0,935.0
39,1627.0,1428.0,954.0
40,1594.0,1378.0,955.0
41,1615.0,1431.0,953.0
42,1607.0,1369.0,894.0
43,1604.0,1395.0,999.0
44,1578.0,1393.0,948.0
45,1633.0,1388.0,933.0
46,1616.0,1385.0,972.0
47,1638.0,1400.0,939.0
48,1584.0,1443.0,906.0
49,1615.0,1431.0,953.0
50,1628.0,1397.0,977.0
51,1657.0,1370.0,936.0
52,1621.0,1372.0,1042.0
53,1597.0,1437.0,971.0
54,1615.0,1343.0,1015.0
55,1643.0,1374.0,954.0
56,1661.0,1350.0,987.0
57,1643.0,1374.0,954.0
58,1642.0,1310.0,998.0
59,1627.0,1365.0,1037.0
60,1599.0,1400.0,949.0
61,1643.0,1374.0,954.0
62,1649.0,1334.0,1044.0
63,1649.0,1334.0,1044.0
64,1656.0,1317.0,1082.0
65,1631.0,1359.0,1010.0
66,1621.0,1406.0,956.0
67,1649.0,1334.0,1044.0
68,1649.0,1363.0,966.0
69,1666.0,1371.0,1069.0
70,1620.0,1345.0,1014.0
