count,x,y,z
1,3129,4258,989
2,3127,4232,987
3,3131,4235,972
4,3139,4229,978
5,3166,4219,968
6,3142,4255,980
7,3113,4226,991
8,3145,4219,978
9,3138,4220,973
10,3149,4240,981
11,3153,4235,973
12,2767,3001,2077
13,2803,2955,2063
14,2755,3035,2033
15,2775,2987,2064
16,2794,2992,2091
17,2803,2955,2063
18,2274,2765,1267
19,2246,2769,1340
20,2271,2719,1318
21,2295,2720,1304
22,2265,2749,1293
23,2286,2743,1299
24,2321,2758,1287
25,2304,2794,1290
26,2346,2750,1306
27,2297,2733,1289
28,2321,2758,1287
29,2309,2745,1280
30,2272,2758,1221
31,2307,2747,1268
32,2282,2748,1279
33,2321,2758,1287
34,2317,2697,1271
35,2338,2677,1322
36,2288,2727,1332
37,2307,2732,1299
38,2331,2733,1281
39,2297,2693,1308
40,2316,2723,1260
41,2307,2732,1299
42,2316,2723,1260
43,2333,2707,1292
44,2286,2729,1234
45,2300,2779,1299
46,2296,2758,1264
47,2297,2783,1279
48,2299,2755,1281
49,2321,2783,1263
50,2302,2777,1210
51,2339,2778,1261
52,2293,2799,1298
53,2311,2737,1307
54,2309,2758,1316
55,2307,2766,1280
56,2301,2732,1300
57,2316,2742,1299
58,2311,2747,1280
59,2327,2749,1317
60,2301,2757,1289
61,2275,2783,1292
62,2260,2755,1338
63,2281,2759,1313
64,2295,2695,1308
65,2326,2739,1272
66,2295,2720,1304
67,2298,2758,1209
68,2321,2758,1287
69,2309,2745,1280
70,2321,2758,1287
71,2292,2762,1263
72,2312,2767,1228
73,2343,2747,1320
74,2302,2746,1259
75,2330,2742,1283
76,2291,2756,1272
77,2352,2746,1258
78,2344,2723,1308
79,2308,2740,1303
80,2298,2775,1239
81,2319,2730,1294
82,2342,2730,1278
83,2318,2773,1304
84,2339,2777,1281
85,2329,2787,1294
86,2303,2770,1277
87,2319,2747,1315
88,2312,2785,1256
89,2317,2756,1250
90,2317,2799,1284
91,2281,2792,1282
92,2302,2771,1258
93,2278,2795,1243
94,2303,2789,1282
95,2313,2760,1324
96,2300,2730,1288
97,2307,2748,1254
98,2261,2769,1268
99,2281,2749,1242
100,2290,2725,1283
101,2245,2721,1308
102,2309,2730,1320
103,2256,2734,1310
104,2324,2709,1359
105,2305,2734,1287
106,2276,2756,1306
107,2292,2741,1316
108,2252,2732,1305
109,2310,2748,1255
110,2281,2745,1352
111,2301,2732,1279
112,2282,2726,1334
113,2306,2770,1355
114,2300,2775,1310
115,2327,2749,1317
116,2272,2736,1273
117,2281,2745,1352
118,2276,2732,1291
119,2342,2709,1332
120,2303,2773,1345
121,2316,2742,1299
122,2307,2701,1302
123,2340,2737,1296
124,2356,2696,1319
125,2344,2707,1326
126,2318,2715,1302
127,2320,2688,1313
128,2303,2755,1284
129,2303,2755,1284
130,2326,2726,1299
131,2324,2710,1248
132,2317,2691,1285
133,2265,2767,1315
134,2301,2732,1279
135,2310,2748,1255
136,2301,2732,1300
137,2280,2752,1322
138,2274,2709,1365
139,2318,2733,1338
140,2268,2740,1332
141,2313,2764,1312
142,2294,2738,1331
143,2291,2736,1341
144,2312,2761,1276
145,2374,2768,1283
146,2334,2783,1292
147,2309,2783,1280
148,2308,2741,1243
149,2307,2767,1250
150,2311,2794,1249
151,2318,2738,1287
152,2321,2709,1219
153,2337,2761,1279
154,2329,2727,1279
155,2312,2727,1307
156,2320,2719,1267
157,2281,2684,1266
158,2315,2724,1242
159,2301,2738,1315
160,2310,2705,1283
161,2316,2766,1264
162,2360,2691,1322
163,2322,2711,1306
164,2325,2707,1318
165,2343,2734,1296
166,2307,2744,1350
167,2311,2747,1280
168,2280,2777,1316
169,2301,2732,1300
170,2280,2752,1322
171,2291,2717,1301
172,2306,2727,1324
173,2288,2763,1325
174,2276,2732,1291
175,2276,2732,1291
176,2327,2749,1317
177,2292,2741,1316
178,2279,2729,1302
179,2318,2733,1338
180,2280,2752,1322
181,2306,2770,1355
182,2303,2748,1329
183,2318,2733,1338
184,2296,2737,1258
185,2306,2727,1324
186,2243,2716,1327
187,2292,2741,1316
188,2307,2741,1268
189,2316,2781,1255
190,2322,2751,1288
191,2281,2792,1282
192,2319,2773,1294
193,2295,2753,1271
194,2307,2784,1305
195,2310,2782,1332
196,2299,2793,1342
197,2316,2732,1253
198,2282,2767,1270
199,2288,2763,1325
200,2292,2741,1316
201,2292,2759,1342
202,2290,2693,1302
203,2286,2722,1282
204,2268,2740,1332
205,2266,2743,1300
206,2273,2779,1314
207,2297,2779,1376
208,2307,2744,1350
209,2247,2712,1347
210,2311,2722,1314
211,2337,2696,1313
212,2327,2732,1260
213,2307,2701,1286
214,2307,2744,1319
215,2311,2722,1314
216,2316,2717,1260
217,2286,2741,1345
218,2318,2733,1310
219,2301,2751,1365
220,2309,2767,1341
221,2321,2755,1366
222,2282,2726,1334
223,2280,2752,1322
224,2286,2716,1384
225,2282,2702,1324
226,2272,2736,1273
227,2275,2783,1292
228,2291,2717,1301
229,2252,2732,1305
230,2307,2720,1353
231,2327,2773,1324
232,2289,2768,1298
233,2308,2769,1292
234,2280,2752,1322
235,2282,2726,1334
236,2241,2767,1329
237,2340,2736,1313
238,2311,2740,1291
239,2276,2750,1317
240,2272,2755,1298
241,2276,2750,1317
242,2287,2758,1327
243,2315,2731,1310
244,2339,2731,1292
245,2304,2741,1317
246,2263,2739,1271
247,2274,2771,1300
248,2319,2726,1326
249,2275,2690,1223
250,2284,2705,1275
251,2320,2719,1267
252,2275,2764,1238
253,2271,2718,1275
254,2305,2710,1241
255,2290,2675,1232
256,2335,2729,1286
257,2255,2734,1259
258,2286,2753,1308
259,2286,2728,1291
260,2291,2717,1271
261,2307,2726,1295
262,2318,2758,1305
263,2306,2727,1268
264,2267,2716,1290
265,2318,2715,1286
266,2302,2732,1252
267,2316,2742,1270
268,2312,2746,1251
269,2316,2742,1270
270,2291,2717,1271
271,2311,2679,1277
272,2295,2695,1263
273,2291,2749,1250
274,2290,2725,1235
275,2284,2705,1275
276,2279,2710,1281
277,2245,2745,1321
278,2225,2740,1258
279,2289,2750,1272
280,2255,2735,1289
281,2265,2700,1262
282,2276,2732,1291
283,2291,2717,1301
284,2272,2761,1287
285,2276,2732,1291
286,2285,2748,1267
287,2292,2741,1268
288,2306,2752,1285
289,2282,2701,1295
290,2328,2749,1290
291,2307,2726,1295
292,2332,2726,1285
293,2252,2707,1267
294,2287,2722,1252
295,2307,2701,1286
296,2297,2687,1305
297,2276,2707,1251
298,2303,2813,1281
299,2317,2756,1250
300,2282,2742,1277
301,2295,2778,1263
302,2278,2795,1243
303,2306,2792,1270
304,2307,2741,1268
305,2331,2766,1269
306,2331,2741,1253
307,2277,2771,1230
308,2319,2773,1294
309,2271,2737,1343
310,2250,2758,1294
311,2276,2732,1291
312,2289,2743,1284
313,2267,2716,1315
314,2306,2727,1324
315,2319,2713,1322
316,2295,2732,1356
317,2306,2727,1324
318,2272,2736,1273
319,2261,2772,1297
320,2282,2701,1295
321,2292,2741,1268
322,2291,2717,1271
323,2291,2718,1248
324,2302,2757,1267
325,2296,2713,1289
326,2311,2722,1314
327,2304,2747,1309
328,2316,2742,1270
329,2287,2721,1326
330,2320,2737,1288
331,2267,2767,1271
332,2296,2737,1304
333,2349,2703,1331
334,2323,2728,1335
335,2327,2707,1247
336,2309,2718,1333
337,2328,2749,1290
338,2307,2726,1295
339,2286,2722,1232
340,2334,2717,1324
341,2325,2733,1237
342,2255,2575,1528
343,2296,2737,1304
344,2267,2717,1267
345,2292,2741,1291
346,2302,2706,1332
347,2307,2726,1295
348,2273,2730,1262
349,2348,2722,1347
350,2338,2733,1378
351,2315,2731,1310
352,2307,2720,1306
353,2327,2767,1280
354,2334,2712,1318
355,2334,2712,1318
356,2292,2735,1283
357,2277,2750,1273
358,2297,2730,1227
359,2295,2713,1274
360,2322,2755,1305
361,2302,2707,1318
362,2256,2702,1268
363,2280,2703,1254
364,2270,2762,1338
365,2246,2737,1266
366,2261,2747,1264
367,2301,2732,1279
368,2327,2749,1317
369,2277,2774,1332
370,2265,2767,1315
371,2272,2737,1252
372,2289,2768,1298
373,2315,2760,1324
374,2292,2741,1316
375,2332,2745,1293
376,2316,2742,1256
377,2171,2526,1486
378,2301,2732,1310
379,2266,2767,1273
380,2296,2737,1291
381,2267,2736,1273
382,2292,2735,1283
383,2313,2783,1291
384,2277,2750,1273
385,2273,2773,1282
386,2281,2740,1336
387,2284,2718,1324
388,2279,2723,1308
389,2317,2709,1297
390,2341,2755,1310
391,2303,2724,1291
392,2322,2754,1244
393,2329,2698,1286
394,2290,2756,1308
395,2293,2734,1305
396,2344,2751,1327
397,2310,2711,1345
398,2341,2755,1310
399,2324,2746,1280
400,2358,2737,1255
401,2287,2765,1269
402,2319,2726,1326
403,2296,2737,1304
404,2286,2722,1232
405,2316,2766,1264
406,2292,2741,1268
407,2332,2726,1285
408,2334,2717,1324
409,2302,2757,1267
410,2307,2726,1295
411,2334,2717,1324
412,2316,2766,1264
413,2316,2742,1270
414,2279,2723,1308
415,2340,2705,1300
416,2350,2746,1291
417,2329,2741,1302
418,2299,2772,1289
419,2334,2736,1348
420,2304,2741,1317
421,2308,2745,1245
422,2329,2716,1315
423,2295,2776,1271
424,2324,2746,1280
425,2286,2722,1307
426,2307,2726,1295
427,2307,2726,1295
428,2256,2703,1284
429,2332,2726,1285
430,2349,2703,1331
431,2307,2726,1295
432,2321,2687,1299
433,2296,2737,1304
434,2307,2726,1295
435,2224,2581,1502
436,2293,2709,1308
437,2324,2746,1280
438,2335,2736,1273
439,2312,2764,1260
440,2303,2699,1275
441,2288,2714,1315
442,2331,2763,1376
443,2272,2755,1298
444,2273,2729,1287
445,2283,2769,1280
446,2307,2787,1292
447,2275,2726,1396
448,2250,2758,1294
449,2261,2747,1282
450,2250,2758,1294
451,2256,2728,1321
452,2334,2717,1324
453,2322,2711,1306
454,2343,2734,1296
455,2316,2742,1270
456,2291,2717,1271
457,2287,2697,1314
458,2288,2739,1285
459,2344,2751,1327
460,2274,2771,1300
461,2319,2726,1326
462,2306,2715,1329
463,2278,2749,1305
464,2317,2777,1336
465,2296,2781,1257
466,2236,2766,1285
467,2286,2790,1274
468,2269,2777,1369
469,2251,2751,1291
470,2291,2760,1303
471,2267,2736,1305
472,2259,2787,1301
473,2255,2747,1311
474,2313,2732,1314
475,2266,2779,1334
476,2276,2776,1289
477,2262,2765,1293
478,2283,2763,1370
479,2304,2766,1344
480,2331,2740,1345
481,2313,2783,1317
482,2278,2749,1305
483,2282,2739,1358
484,2287,2783,1311
485,2303,2724,1291
486,2315,2731,1310
487,2299,2772,1289
488,2320,2751,1262
489,2337,2709,1286
490,2303,2749,1282
491,2320,2737,1288
492,2291,2717,1271
493,2332,2726,1285
494,2281,2727,1286
495,2340,2743,1256
496,2306,2727,1268
497,2277,2757,1257
498,2286,2772,1235
499,2281,2727,1286
500,2277,2757,1257
501,2306,2752,1285
502,2303,2718,1317
503,2282,2745,1237
504,2339,2731,1292
505,2314,2781,1308
506,2369,2726,1317
507,2255,2766,1325
508,2317,2753,1296
509,2306,2746,1277
510,2305,2741,1305
511,2292,2735,1283
512,2242,2736,1287
513,2298,2773,1269
514,2326,2750,1247
515,2303,2724,1275
516,2277,2750,1252
517,2310,2711,1338
518,2290,2756,1308
519,2304,2741,1317
520,2317,2777,1325
521,2277,2725,1276
522,2314,2713,1278
523,2319,2726,1326
524,2301,2707,1239
525,2335,2722,1298
526,2266,2742,1258
527,2277,2757,1257
528,2309,2718,1333
529,2281,2727,1271
530,2335,2723,1278
531,2270,2763,1274
532,2290,2769,1256
533,2298,2753,1320
534,2279,2729,1243
535,2265,2718,1246
536,2299,2759,1224
537,2290,2768,1238
538,2286,2747,1298
539,2255,2753,1269
540,2294,2782,1332
541,2324,2703,1357
542,2283,2750,1318
543,2250,2759,1256
544,2279,2754,1283
545,2255,2753,1322
546,2301,2750,1289
547,2316,2754,1322
548,2291,2754,1335
549,2300,2770,1307
550,2226,2752,1301
551,2338,2756,1285
552,2302,2725,1263
553,2301,2701,1344
554,2314,2781,1308
555,2288,2714,1271
556,2313,2757,1292
557,2303,2749,1282
558,2344,2751,1327
559,2293,2734,1305
560,2322,2754,1244
561,2324,2746,1280
562,2307,2738,1315
563,2328,2743,1283
564,2293,2685,1281
565,2327,2719,1363
566,2306,2746,1277
567,2305,2741,1305
568,2282,2721,1279
569,2337,2758,1267
