count,x,y,z
1,1901,1494,947
4,1772,1758,947
5,1758,1750,947
6,1732,1748,947
7,1752,1721,947
9,1758,1750,947
10,1767,1700,947
11,1801,1747,947
12,1758,1750,947
13,1758,1750,947
14,1739,1777,947
15,1752,1721,947
16,1746,1756,947
17,1746,1756,947
18,1732,1748,947
19,1772,1758,947
20,1797,1708,947
21,1828,1645,947
22,1998,1340,947
23,1867,1631,947
24,1806,1681,947
25,1838,1674,947
26,1916,1485,947
27,1869,1605,947
28,1900,1574,947
29,1808,1765,947
30,1851,1695,947
31,1906,1413,947
32,1906,1511,947
33,1858,1576,947
34,1817,1764,947
35,1787,1728,947
36,1798,1737,947
37,1830,1730,947
38,1811,1685,947
39,1814,1623,947
40,1789,1634,947
41,1872,1466,947
42,1800,1698,947
43,1789,1664,947
44,1874,1590,947
45,1863,1633,947
46,1832,1641,947
47,1790,1719,947
48,1854,1636,947
49,1800,1698,947
50,1814,1671,947
51,1876,1469,947
52,1874,1423,947
53,1860,1564,947
54,1898,1482,947
55,1801,1705,947
56,1832,1757,947
57,1844,1648,947
58,1919,1516,947
59,1906,1531,947
60,1908,1400,947
61,1823,1728,947
62,1831,1723,947
63,1829,1669,947
64,1900,1517,947
65,1811,1668,947
66,1922,1534,947
67,1809,1710,947
68,1938,1475,947
69,1841,1654,947
70,1799,1729,947
71,1912,1501,947
72,1881,1563,947
73,1890,1508,947
74,1876,1450,947
75,1758,1696,947
76,1838,1576,947
77,1767,1689,947
78,1849,1615,947
79,1767,1689,947
80,1911,1481,947
81,1920,1421,947
82,1788,1683,947
83,1788,1683,947
84,1889,1395,947
85,1799,1670,947
86,1826,1613,947
87,1883,1470,947
88,1820,1648,947
89,1867,1474,947
90,1844,1514,947
91,1847,1525,947
92,1931,1502,947
93,1865,1619,947
94,1904,1528,947
95,1843,1675,947
96,1843,1675,947
97,1921,1438,947
98,1843,1706,947
99,1880,1533,947
100,1792,1751,947
101,1941,1489,947
102,1849,1504,947
103,1908,1621,947
104,1921,1494,947
105,1822,1716,947
106,1832,1693,947
107,1853,1605,947
108,1799,1668,947
109,1851,1596,947
110,1827,1611,947
111,1897,1442,947
112,1864,1477,947
113,1785,1659,947
114,1797,1645,947
115,1785,1631,947
116,1815,1616,947
117,1805,1617,947
118,1806,1673,947
119,1892,1461,947
120,1847,1566,947
121,1892,1421,947
122,1913,1439,947
123,1875,1419,947
124,1845,1578,947
125,1887,1439,947
126,1892,1421,947
127,1877,1456,947
128,1816,1663,947
129,1824,1608,947
130,1896,1537,947
131,1816,1683,947
132,1866,1627,947
133,1872,1460,947
134,1816,1635,947
135,1791,1683,947
136,1816,1635,947
137,1804,1697,947
138,1726,1567,947
139,1804,1649,947
140,1803,1691,947
141,1856,1647,947
142,1856,1647,947
143,1894,1494,947
144,1816,1663,947
145,1826,1615,947
146,1832,1541,947
147,1817,1651,947
148,1892,1461,947
149,1908,1485,947
150,1906,1415,947
151,1850,1445,947
152,1752,1678,947
153,1805,1713,947
154,1843,1538,947
155,1884,1481,947
156,1835,1602,947
157,1873,1451,947
158,1795,1687,947
159,1854,1537,947
160,1857,1514,947
161,1913,1439,947
162,1845,1630,947
163,1817,1680,947
164,1792,1635,947
165,1813,1620,947
166,1793,1688,947
167,1805,1657,947
168,1896,1506,947
169,1844,1562,947
170,1855,1590,947
171,1835,1643,947
172,1884,1493,947
173,1921,1390,947
174,1905,1481,947
175,1863,1485,947
176,1881,1476,947
177,1814,1599,947
178,1896,1506,947
179,1843,1533,947
180,1792,1663,947
181,1874,1502,947
182,1842,1545,947
183,1771,1716,947
184,1894,1494,947
185,1912,1461,947
186,1866,1578,947
187,1835,1643,947
188,1814,1677,947
189,1801,1703,947
190,1835,1719,947
191,1905,1485,947
192,1911,1506,947
193,1874,1545,947
194,1927,1485,947
195,1872,1502,947
196,1802,1613,947
197,1794,1670,947
198,1844,1633,947
199,1824,1627,947
200,1834,1635,947
201,1793,1711,947
202,1864,1638,947
203,1844,1662,947
204,1822,1569,947
205,1814,1677,947
206,1832,1576,947
207,1814,1677,947
208,1895,1548,947
209,1882,1746,947
210,1822,1618,947
211,1871,1449,947
212,1824,1608,947
213,1822,1618,947
214,1826,1691,947
215,1893,1478,947
216,1778,1733,947
217,1832,1596,947
218,1864,1568,947
219,1825,1644,947
220,1846,1620,947
221,1804,1697,947
222,1844,1583,947
223,1896,1558,947
224,1824,1577,947
225,1876,1553,947
226,1844,1613,947
227,1910,1425,947
228,1814,1629,947
229,1866,1578,947
230,1802,1733,947
231,1884,1493,947
232,1925,1499,947
233,1885,1572,947
234,1864,1536,947
235,1882,1468,947
236,1784,1705,947
237,1886,1404,947
238,1806,1717,947
239,1898,1475,947
240,1888,1450,947
241,1806,1643,947
242,1837,1608,947
243,1897,1518,947
244,1784,1677,947
245,1901,1432,947
246,1907,1464,947
247,1816,1697,947
248,1875,1462,947
249,1885,1436,947
250,1796,1690,947
251,1858,1521,947
252,1803,1607,947
253,1806,1643,947
254,1814,1677,947
255,1902,1469,947
256,1902,1434,947
257,1804,1649,947
258,1883,1520,947
259,1896,1506,947
260,1803,1691,947
261,1804,1620,947
262,1885,1572,947
263,1869,1490,947
264,1862,1465,947
265,1782,1684,947
266,1843,1657,947
267,1820,1662,947
268,1871,1534,947
269,1816,1683,947
270,1812,1671,947
271,1853,1539,947
272,1824,1656,947
273,1834,1635,947
274,1826,1615,947
275,1864,1590,947
276,1793,1711,947
277,1804,1697,947
278,1903,1524,947
279,1824,1686,947
280,1814,1648,947
281,1791,1730,947
282,1866,1657,947
283,1900,1476,947
284,1876,1553,947
285,1812,1642,947
286,1912,1461,947
287,1955,1311,947
288,1825,1663,947
289,1844,1613,947
290,1896,1503,947
291,1793,1716,947
292,1884,1483,947
293,1835,1591,947
294,1907,1490,947
295,1884,1476,947
296,1892,1492,947
297,1884,1483,947
298,1874,1560,947
299,1781,1701,947
300,1813,1693,947
301,1903,1905,947
302,1874,1560,947
303,1914,1507,947
304,1886,1547,947
305,1793,1687,947
306,1805,1701,947
307,1792,1632,947
308,1796,1715,947
309,1805,1667,947
310,1837,1610,947
311,1856,1638,947
312,1816,1728,947
313,1874,1515,947
314,1831,1552,947
315,1853,1546,947
316,1806,1673,947
317,1805,1617,947
318,1885,1535,947
319,1893,1508,947
320,1896,1565,947
321,1892,1428,947
322,1880,1443,947
323,1795,1687,947
324,1806,1719,947
325,1805,1713,947
326,1853,1582,947
327,1889,1457,947
328,1832,1670,947
329,1822,1749,947
330,1895,1548,947
331,1832,1628,947
332,1813,1725,947
333,1895,1591,947
334,1910,1452,947
335,1883,1520,947
336,1813,1693,947
337,1803,1715,947
338,1790,1724,947
339,1835,1643,947
340,1882,1530,947
341,1844,1613,947
342,1864,1568,947
343,1907,1420,947
344,1819,1653,947
345,1791,1673,947
346,1859,1531,947
347,1870,1463,947
348,1904,1537,947
349,1797,1678,947
350,1813,1715,947
351,1909,1467,947
352,1833,1645,947
353,1830,1650,947
354,1843,1624,947
355,1799,1665,947
356,1878,1479,947
357,1867,1526,947
358,1821,1678,947
359,1809,1693,947
360,1844,1583,947
361,1811,1603,947
362,1814,1648,947
363,1846,1669,947
364,1874,1545,947
365,1823,1650,947
366,1868,1489,947
367,1814,1629,947
368,1759,1683,947
369,1895,1548,947
370,1894,1494,947
371,1832,1647,947
372,1855,1631,947
373,1861,1527,947
374,1852,1655,947
375,1825,1710,947
376,1814,1677,947
377,1886,1482,947
378,1787,1702,947
379,2019,1340,947
380,1868,1464,947
381,1867,1578,947
382,1875,1488,947
383,1835,1651,947
384,1847,1522,947
385,1870,1535,947
386,1836,1607,947
387,1858,1632,947
388,1858,1548,947
389,1891,1507,947
390,1900,1556,947
391,1855,1540,947
392,1841,1507,947
393,1890,1540,947
394,1867,1525,947
395,1807,1658,947
396,1815,1649,947
397,1869,1398,947
398,1795,1643,947
399,1833,1548,947
400,1868,1586,947
401,1895,1459,947
402,1838,1650,947
403,1867,1578,947
404,1875,1456,947
405,1854,1544,947
406,1823,1572,947
407,1876,1557,947
408,1897,1550,947
409,1913,1468,947
410,1905,1452,947
411,1856,1553,947
412,1894,1498,947
413,1856,1625,947
414,1964,1286,947
415,1792,1641,947
416,1877,1478,947
417,1869,1466,947
418,1853,1684,947
419,1902,1451,947
420,1909,1467,947
421,1780,1697,947
422,1869,1466,947
423,1854,1648,947
424,1863,1503,947
425,1800,1682,947
426,1832,1575,947
427,1812,1697,947
428,1902,1408,947
429,1801,1663,947
430,1890,1422,947
431,1886,1598,947
432,1835,1640,947
433,1792,1680,947
434,1843,1630,947
435,1926,1482,947
436,1803,1742,947
437,1887,1539,947
438,1824,1702,947
439,1803,1742,947
440,1824,1624,947
441,1952,1408,947
442,1888,1455,947
443,1825,1707,947
444,1854,1558,947
445,1814,1675,947
446,1824,1654,947
447,1815,1682,947
448,1842,1572,947
449,1898,1483,947
450,1822,1618,947
451,1866,1625,947
452,1862,1579,947
453,1814,1677,947
454,1854,1641,947
455,1832,1628,947
456,1822,1590,947
457,1929,1276,947
458,1801,1703,947
459,1844,1613,947
460,1810,1683,947
461,1916,1564,947
462,1833,1654,947
463,1813,1725,947
464,1830,1588,947
465,1813,1696,947
466,1862,1579,947
467,1895,1451,947
468,1830,1696,947
469,1900,1540,947
470,1839,1647,947
471,1839,1647,947
472,1860,1633,947
473,1880,1588,947
474,1901,1560,947
475,1900,1540,947
476,1891,1522,947
477,1890,1565,947
478,1820,1670,947
479,1858,1543,947
480,1836,1621,947
