count,data
1, 1121131  ms,  4710  mm,  -80  dBm 
65, 1132089  ms,  4728  mm,  -80  dBm 
66, 1132259  ms,  4728  mm,  -80  dBm 
67, 1132431  ms,  4710  mm,  -80  dBm 
68, 1132601  ms,  4714  mm,  -80  dBm 
69, 1132772  ms,  4710  mm,  -80  dBm 
70, 1132941  ms,  4742  mm,  -80  dBm 
71, 1133110  ms,  4733  mm,  -81  dBm 
72, 1133280  ms,  4733  mm,  -80  dBm 
73, 1133450  ms,  4710  mm,  -80  dBm 
74, 1133621  ms,  4733  mm,  -80  dBm 
75, 1133792  ms,  4747  mm,  -80  dBm 
76, 1133961  ms,  4710  mm,  -80  dBm 
77, 1134130  ms,  4686  mm,  -80  dBm 
78, 1134301  ms,  4714  mm,  -80  dBm 
79, 1134472  ms,  4728  mm,  -80  dBm 
80, 1134472  ms,  4728  mm,  -80  dBm 
81, 1134829  ms,  4714  mm,  -80  dBm 
82, 1134999  ms,  4710  mm,  -80  dBm 
83, 1135171  ms,  4724  mm,  -80  dBm 
84, 1135340  ms,  4714  mm,  -80  dBm 
85, 1135511  ms,  4705  mm,  -80  dBm 
86, 1135681  ms,  4724  mm,  -80  dBm 
87, 1135852  ms,  4738  mm,  -81  dBm 
88, 1136024  ms,  4738  mm,  -81  dBm 
89, 1136195  ms,  4696  mm,  -80  dBm 
90, 1136366  ms,  4733  mm,  -80  dBm 
91, 1136536  ms,  4691  mm,  -80  dBm 
92, 1136705  ms,  4742  mm,  -80  dBm 
93, 1136876  ms,  4742  mm,  -81  dBm 
94, 1137047  ms,  4761  mm,  -81  dBm 
95, 1137218  ms,  4752  mm,  -80  dBm 
96, 1137389  ms,  4752  mm,  -81  dBm 
97, 1137560  ms,  4705  mm,  -80  dBm 
98, 1137731  ms,  4710  mm,  -80  dBm 
99, 1137901  ms,  4719  mm,  -81  dBm 
100, 1138072  ms,  4724  mm,  -80  dBm 
101, 1138243  ms,  4719  mm,  -80  dBm 
102, 1138413  ms,  4733  mm,  -80  dBm 
103, 1138584  ms,  4738  mm,  -80  dBm 
104, 1138755  ms,  4733  mm,  -80  dBm 
105, 1138924  ms,  4747  mm,  -80  dBm 
106, 1139093  ms,  4742  mm,  -80  dBm 
107, 1139263  ms,  4728  mm,  -80  dBm 
108, 1139434  ms,  4705  mm,  -80  dBm 
109, 1139604  ms,  4710  mm,  -80  dBm 
110, 1139775  ms,  4738  mm,  -80  dBm 
111, 1139947  ms,  4705  mm,  -80  dBm 
112, 1140133  ms,  4728  mm,  -80  dBm 
113, 1140303  ms,  4719  mm,  -80  dBm 
114, 1140474  ms,  4719  mm,  -81  dBm 
115, 1140645  ms,  4728  mm,  -80  dBm 
116, 1140816  ms,  4728  mm,  -80  dBm 
117, 1140986  ms,  4752  mm,  -80  dBm 
118, 1141157  ms,  4710  mm,  -80  dBm 
