count,x,y,z
1,1745,1799,947
2,0,0,0
3,0,0,0
4,1845,1524,947
5,1818,1524,947
6,1818,1524,947
7,1818,1524,947
8,1803,1536,947
9,1818,1524,947
10,1789,1541,947
11,1811,1561,947
12,1830,1537,947
13,1796,1567,947
14,1818,1524,947
15,1825,1551,947
16,1829,1489,947
17,1830,1474,947
18,1825,1551,947
19,1888,1459,947
20,1922,1444,947
21,1821,1606,947
22,1845,1588,947
23,1928,1406,947
24,1820,1636,947
25,1824,1708,947
26,1791,1651,947
27,1956,1265,947
28,1824,1678,947
29,1822,1643,947
30,1876,1487,947
31,1801,1678,947
32,1822,1624,947
33,1887,1421,947
34,1834,1658,947
35,1821,1587,947
36,1908,1421,947
37,1812,1693,947
38,1962,1314,947
39,1804,1691,947
40,1874,1590,947
41,1863,1563,947
42,1946,1282,947
43,1824,1698,947
44,1884,1537,947
45,1845,1665,947
46,1970,1292,947
47,1834,1620,947
48,1824,1698,947
49,1959,1268,947
50,1845,1616,947
51,1872,1552,947
52,1922,1498,947
53,1840,1476,947
54,1822,1664,947
55,1900,1441,947
56,1898,1482,947
57,1813,1718,947
58,1801,1679,947
59,1942,1437,947
60,1965,1385,947
61,1822,1664,947
62,1845,1694,947
63,1882,1549,947
64,1962,1318,947
65,1980,1320,947
66,1892,1534,947
67,1910,1414,947
68,1843,1580,947
69,1834,1678,947
70,1911,1501,947
71,1885,1526,947
72,1832,1641,947
73,1911,1501,947
74,1940,1430,947
75,1927,1481,947
76,1941,1494,947
77,1917,1453,947
78,1829,1616,947
79,1918,1443,947
80,1910,1523,947
81,1939,1438,947
82,1862,1576,947
83,1931,1422,947
84,1969,1351,947
85,1830,1653,947
86,1801,1667,947
87,1810,1694,947
88,1809,1687,947
89,1901,1598,947
90,1888,1506,947
91,1849,1620,947
92,1930,1370,947
93,1895,1487,947
94,1814,1679,947
95,1848,1737,947
96,1804,1728,947
97,1852,1564,947
98,1876,1585,947
99,1911,1449,947
100,1824,1688,947
101,1825,1742,947
102,1954,1340,947
103,1914,1453,947
104,1814,1679,947
105,1894,1560,947
106,1893,1529,947
107,1824,1658,947
108,1865,1484,947
109,1836,1692,947
110,1890,1514,947
111,1908,1472,947
112,1890,1550,947
113,1849,1704,947
114,1954,1313,947
115,1817,1630,947
116,1916,1461,947
117,1850,1657,947
118,1879,1497,947
119,1895,1485,947
120,1818,1638,947
121,1978,1327,947
122,1871,1564,947
123,1900,1491,947
124,1927,1481,947
125,1830,1701,947
126,1908,1472,947
127,1830,1653,947
128,1950,1434,947
129,1822,1718,947
130,1909,1419,947
131,1862,1575,947
132,1902,1497,947
133,1811,1685,947
134,1854,1656,947
135,1915,1505,947
136,1893,1545,947
137,1942,1443,947
138,1869,1542,947
139,1911,1405,947
140,1840,1580,947
141,1973,1347,947
142,1822,1664,947
143,1831,1634,947
144,1834,1727,947
145,1895,1481,947
146,1820,1677,947
147,1908,1490,947
148,1809,1662,947
149,1860,1590,947
150,1954,1272,947
151,1788,1683,947
152,1897,1410,947
153,1788,1683,947
154,1900,1495,947
155,1897,1416,947
156,1870,1527,947
157,1826,1559,947
158,1820,1648,947
159,1894,1491,947
160,1786,1698,947
161,1844,1523,947
162,1865,1549,947
163,1867,1474,947
164,1801,1607,947
165,1863,1561,947
166,1972,1256,947
167,1848,1658,947
168,1837,1623,947
169,1848,1658,947
170,1895,1487,947
171,1861,1507,947
172,1902,1479,947
173,1884,1522,947
174,1904,1429,947
175,1827,1692,947
176,1884,1554,947
177,1848,1658,947
178,1917,1504,947
179,1832,1652,947
180,1823,1652,947
181,1837,1632,947
182,1818,1613,947
183,1896,1415,947
184,1889,1520,947
185,1786,1621,947
186,1864,1461,947
187,1798,1635,947
188,1948,1229,947
189,1906,1443,947
190,1810,1621,947
191,1875,1448,947
192,1878,1502,947
193,1927,1325,947
194,1876,1450,947
195,1918,1408,947
196,1800,1716,947
197,1917,1452,947
198,1844,1469,947
199,1809,1698,947
200,1913,1512,947
201,1829,1670,947
202,1930,1484,947
203,1913,1512,947
204,1831,1706,947
205,1863,1611,947
206,1984,1327,947
207,1843,1675,947
208,1925,1543,947
209,1894,1541,947
210,1823,1698,947
211,1990,1313,947
212,1918,1463,947
213,1902,1518,947
214,1851,1666,947
215,1913,1547,947
216,1922,1501,947
217,1884,1588,947
218,1814,1610,947
219,1903,1411,947
220,1865,1596,947
221,1884,1499,947
222,1815,1685,947
223,1824,1684,947
224,1825,1636,947
225,1824,1616,947
226,1844,1642,947
227,1906,1491,947
228,1813,1650,947
229,1902,1454,947
230,1862,1451,947
231,1895,1473,947
232,1813,1620,947
233,1833,1626,947
234,1902,1454,947
235,1925,1440,947
236,1885,1480,947
237,1882,1468,947
238,1894,1580,947
239,1972,1369,947
240,1856,1648,947
241,1835,1643,947
242,1885,1562,947
243,1851,1530,947
244,1912,1461,947
245,1925,1440,947
246,1864,1536,947
247,1845,1668,947
248,1862,1558,947
249,1816,1683,947
250,1825,1663,947
251,1848,1608,947
252,1812,1667,947
253,1909,1506,947
254,1911,1516,947
255,1911,1426,947
256,1871,1458,947
257,1926,1451,947
258,1899,1424,947
259,1894,1526,947
260,1884,1499,947
261,1911,1426,947
262,1972,1268,947
263,1924,1350,947
264,1835,1614,947
265,1856,1558,947
266,1984,1304,947
267,1922,1455,947
268,1844,1593,947
269,1812,1642,947
270,1847,1636,947
271,1817,1651,947
272,1806,1673,947
273,1865,1554,947
274,1815,1674,947
275,1874,1488,947
276,1805,1667,947
277,1805,1713,947
278,1905,1448,947
279,1901,1419,947
280,1843,1538,947
281,1865,1530,947
282,1783,1701,947
283,1795,1687,947
284,1977,1326,947
285,1796,1692,947
286,1796,1692,947
287,1793,1668,947
288,1853,1583,947
289,1833,1578,947
290,1802,1663,947
291,1822,1678,947
292,1863,1560,947
293,1844,1642,947
294,1882,1489,947
295,1825,1636,947
296,1854,1620,947
297,1889,1468,947
298,1900,1487,947
299,1873,1479,947
300,1890,1437,947
301,1920,1472,947
302,1876,1564,947
303,1982,1238,947
304,1844,1593,947
305,1886,1541,947
306,1895,1629,947
307,1884,1611,947
308,1854,1684,947
309,1870,1584,947
310,1915,1592,947
311,1951,1451,947
312,1915,1592,947
313,1994,1386,947
314,1853,1727,947
315,1864,1656,947
316,1926,1557,947
317,1902,1520,947
318,1909,1536,947
319,1852,1671,947
320,1923,1569,947
321,1920,1556,947
322,1899,1564,947
323,1914,1573,947
324,1876,1558,947
325,1873,1550,947
326,1817,1680,947
327,1825,1642,947
328,1874,1538,947
329,1805,1713,947
330,1907,1501,947
331,1896,1449,947
332,1785,1659,947
333,1931,1533,947
334,1929,1462,947
335,1957,1313,947
336,1884,1481,947
337,1913,1420,947
338,1885,1535,947
339,1845,1578,947
340,1884,1481,947
341,1905,1448,947
342,1911,1426,947
343,1835,1614,947
344,1825,1636,947
345,1902,1454,947
346,1884,1499,947
347,1831,1598,947
348,1914,1466,947
349,1889,1468,947
350,1911,1426,947
351,1895,1580,947
352,1913,1473,947
353,1823,1629,947
354,1922,1455,947
355,1854,1621,947
356,1910,1380,947
357,1943,1297,947
358,1945,1404,947
359,1902,1454,947
360,1844,1633,947
361,1883,1520,947
362,1794,1670,947
363,1816,1683,947
364,1864,1586,947
365,1813,1725,947
366,1816,1683,947
367,1904,1496,947
368,1916,1499,947
369,1846,1669,947
370,1866,1578,947
371,1893,1418,947
372,1932,1350,947
373,1905,1481,947
374,1883,1488,947
375,1896,1506,947
376,1816,1683,947
377,1812,1642,947
378,1817,1660,947
379,1779,1702,947
380,1809,1662,947
381,1809,1669,947
382,1772,1695,947
383,1831,1663,947
384,1796,1647,947
