count,x,y,z
1,1190,2341,956
2,1197,2360,956
3,1207,2312,956
4,1197,2360,956
5,1226,2361,956
6,1243,2335,956
7,1213,2313,956
8,1273,2334,956
9,1235,2313,956
10,1197,2360,956
11,1237,2379,956
12,1184,637,956
13,1170,592,956
14,1222,599,956
15,1186,636,956
16,1182,611,956
17,1190,630,956
18,1202,649,956
19,1153,573,956
20,1153,581,956
21,1144,594,956
22,1161,606,956
23,1156,613,956
24,1176,618,956
25,1150,613,956
26,1140,594,956
27,1202,649,956
28,1188,597,956
29,1159,573,956
30,1200,617,956
31,1165,600,956
32,1163,566,956
33,1169,625,956
34,1153,581,956
35,1144,587,956
36,1169,625,956
37,1153,573,956
38,1170,592,956
39,1190,630,956
40,1160,628,956
41,1181,643,956
42,1159,573,956
43,1184,610,956
44,1170,592,956
45,1165,600,956
46,1193,630,956
47,1127,583,956
48,1161,606,956
49,1165,600,956
50,1193,630,956
51,1169,625,956
52,1174,586,956
53,1144,594,956
54,1156,606,956
55,1156,606,956
56,1223,644,956
57,1192,677,956
58,1170,608,956
59,1148,625,956
60,1188,614,956
61,1169,640,956
62,1178,627,956
63,1205,632,956
64,1169,640,956
65,1131,625,956
66,1187,620,956
67,1148,597,956
68,1160,609,956
69,1184,581,956
70,1175,595,956
71,1131,578,956
72,1160,609,956
73,1160,616,956
74,1142,597,956
75,1129,553,956
76,1151,583,956
77,1169,596,956
78,1161,606,956
79,1161,599,956
80,1146,620,956
81,1165,600,956
82,1190,630,956
83,1179,611,956
84,1142,562,956
85,1161,599,956
86,1173,618,956
87,1182,611,956
88,1153,645,956
89,1198,593,956
90,1211,583,956
91,1190,577,956
92,1192,609,956
93,1179,619,956
94,1217,636,956
95,1154,583,956
96,1201,596,956
97,1158,615,956
98,1219,608,956
99,1173,566,956
100,1159,604,956
101,1185,602,956
102,1171,652,956
103,1163,626,956
104,1141,620,956
105,1176,616,956
106,1136,628,956
107,1184,641,956
108,1145,614,956
109,1166,629,956
110,1178,605,956
111,1163,632,956
112,1200,623,956
113,1211,580,956
114,1190,636,956
115,1170,592,956
116,1190,630,956
117,1150,587,956
118,1156,606,956
119,1144,587,956
120,1144,587,956
121,1157,538,956
122,1151,613,956
123,1156,606,956
124,1156,613,956
125,1200,623,956
126,1156,606,956
127,1140,594,956
128,1190,636,956
129,1172,624,956
130,1144,594,956
131,1156,606,956
132,1167,654,956
133,1141,620,956
134,1181,638,956
135,1164,597,956
136,1141,620,956
137,1173,641,956
138,1153,578,956
139,1164,597,956
140,1174,645,956
141,1154,610,956
142,1153,639,956
143,1139,587,956
144,1179,589,956
145,1150,623,956
146,1165,602,956
147,1142,597,956
148,1171,634,956
149,1162,641,956
150,1177,621,956
151,1157,648,956
152,1183,614,956
153,1165,608,956
154,1160,609,956
155,1146,620,956
156,1218,629,956
157,1163,632,956
158,1170,592,956
159,1180,578,956
160,1161,599,956
161,1161,606,956
162,1165,600,956
163,1161,599,956
164,1129,608,956
165,1169,625,956
166,1163,632,956
167,1144,587,956
168,1151,613,956
169,1161,599,956
170,1170,585,956
171,1173,618,956
172,1181,643,956
173,1161,606,956
174,1151,613,956
175,1151,613,956
176,1127,576,956
177,1140,649,956
178,1181,638,956
179,1174,582,956
180,1171,652,956
181,1193,628,956
182,1178,605,956
183,1106,627,956
184,1163,626,956
185,1153,639,956
186,1154,610,956
187,1172,622,956
188,1170,592,956
189,1161,599,956
190,1178,617,956
191,1151,613,956
192,1179,611,956
193,1172,624,956
194,1198,590,956
195,1192,662,956
196,1200,623,956
197,1179,611,956
198,1146,620,956
199,1185,662,956
200,1157,600,956
201,1182,630,956
202,1177,643,956
203,1165,618,956
204,1173,643,956
205,1160,631,956
206,1154,606,956
207,1168,650,956
208,1150,638,956
209,1148,613,956
210,1175,650,956
211,1161,606,956
212,1151,613,956
213,1146,620,956
214,1173,618,956
215,1172,624,956
216,1146,620,956
217,1151,613,956
218,1172,624,956
219,1182,611,956
220,1182,611,956
221,1131,586,956
222,1167,634,956
223,1186,614,956
224,1133,611,956
225,1112,607,956
226,1157,583,956
227,1152,591,956
228,1122,592,956
229,1122,592,956
230,1131,586,956
231,1167,634,956
232,1190,630,956
233,1138,623,956
234,1190,630,956
235,1138,595,956
236,1208,642,956
237,1188,604,956
238,1135,601,956
239,1133,569,956
240,1163,632,956
241,1173,618,956
242,1182,604,956
243,1155,609,956
244,1179,648,956
245,1140,630,956
246,1145,623,956
247,1113,632,956
248,1132,616,956
249,1136,609,956
250,1155,581,956
251,1120,586,956
252,1163,607,956
253,1128,612,956
254,1131,586,956
255,1099,566,956
256,1154,616,956
257,1122,592,956
258,1169,602,956
259,1137,571,956
260,1131,586,956
261,1192,606,956
262,1155,616,956
263,1163,576,956
264,1151,612,956
265,1146,577,956
266,1209,669,956
267,1195,620,956
268,1195,620,956
269,1136,592,956
270,1194,652,956
271,1164,621,956
272,1194,652,956
273,1192,620,956
274,1195,620,956
275,1166,589,956
276,1187,669,956
277,1161,606,956
278,1135,601,956
279,1150,580,956
280,1173,618,956
281,1146,620,956
282,1170,592,956
283,1190,630,956
284,1200,623,956
285,1175,650,956
286,1178,617,956
287,1200,617,956
288,1174,596,956
289,1208,642,956
290,1182,604,956
291,1158,585,956
292,1129,608,956
293,1190,630,956
294,1144,594,956
295,1163,566,956
296,1135,601,956
297,1196,623,956
298,1181,643,956
299,1146,620,956
300,1146,620,956
301,1153,645,956
302,1170,585,956
303,1150,587,956
304,1161,599,956
305,1182,611,956
306,1161,606,956
307,1130,597,956
308,1153,581,956
309,1159,633,956
310,1198,650,956
311,1124,609,956
312,1168,619,956
313,1181,638,956
314,1168,619,956
315,1131,635,956
316,1156,643,956
317,1153,578,956
318,1138,599,956
319,1178,647,956
320,1154,610,956
321,1153,578,956
322,1176,616,956
323,1193,628,956
324,1153,578,956
325,1153,639,956
326,1145,614,956
327,1115,623,956
328,1145,614,956
329,1176,616,956
330,1172,612,956
331,1188,597,956
332,1151,613,956
333,1172,624,956
334,1151,613,956
335,1173,618,956
336,1159,565,956
337,1169,625,956
338,1165,593,956
339,1163,632,956
340,1159,639,956
341,1188,604,956
342,1178,617,956
343,1181,643,956
344,1161,606,956
