count,x,y,z
1,2569,1283,2023
2,2552,1442,1914
3,2558,1343,1993
4,2593,1415,1894
5,2518,1443,1929
6,2551,1449,1860
7,2528,1344,1910
8,2517,1395,1886
9,2552,1403,1927
10,2120,77,1367
11,2055,21,1362
12,2094,63,1348
13,2104,47,1373
14,2079,27,1391
15,2052,17,1385
16,2106,47,1382
17,2082,34,1372
18,2034,37,1378
19,2091,19,1396
20,2162,67,1391
21,2085,-13,1407
22,2085,-9,1457
23,2096,19,1422
24,2100,-22,1445
25,2103,-27,1416
26,2072,-83,1433
27,2118,-40,1405
28,2133,-53,1473
29,2139,-61,1441
30,2150,-68,1458
31,2150,-64,1485
32,2103,-114,1516
33,2092,-147,1519
34,2151,-116,1508
35,2170,-135,1541
36,2136,-197,1475
37,2123,-180,1464
38,2052,-211,1474
39,2065,-274,1501
40,2018,-297,1456
41,2106,-258,1486
42,2045,-331,1561
43,2015,-340,1579
44,2021,-382,1514
45,1992,-400,1507
46,2030,-400,1523
47,1966,-427,1554
48,1983,-439,1513
49,2007,-447,1528
50,2041,-421,1545
51,2017,-471,1507
52,1954,-515,1517
53,2044,-469,1588
54,1997,-564,1577
55,1997,-564,1577
56,2071,-576,1585
57,2024,-593,1626
58,2041,-562,1662
59,2023,-612,1718
60,2056,-658,1741
61,2135,-667,1366
62,2175,-660,1610
63,2045,-701,2020
64,2168,-745,1511
65,2177,-759,1570
66,2269,-740,1517
67,2233,-826,1506
68,2208,-832,1496
69,2297,-821,1619
70,2245,-898,1596
71,2217,-928,1626
72,2272,-937,1558
73,2258,-877,1620
74,2349,-903,1589
75,2312,-985,1556
76,2339,-1012,1628
77,2360,-1073,1609
78,2335,-1091,1696
79,2351,-1093,1744
80,2319,-1210,1586
81,2276,-1214,1656
82,2292,-1283,1516
83,2385,-1230,1586
84,2389,-1301,1497
85,2336,-1325,1590
86,2357,-1378,1571
87,2360,-1396,1571
88,2418,-1398,1547
89,2478,-1396,1619
90,2446,-1469,1569
91,2395,-1499,1662
92,2435,-1536,1603
93,2481,-1556,1588
94,2453,-1596,1613
95,2469,-1649,1575
96,2500,-1676,1494
97,2477,-1653,1696
98,2445,-1691,1676
99,2414,-1787,1613
100,2501,-1788,1622
101,2409,-1799,1695
102,2451,-1909,1521
103,2483,-1825,1679
104,2457,-1901,1612
105,2470,-1928,1532
106,2412,-1997,1548
107,2497,-2022,1524
108,2435,-2044,1638
109,2416,-2097,1609
110,2461,-2091,1613
111,2404,-2137,1642
112,2415,-2199,1642
113,2430,-2281,1546
114,2461,-2305,1412
115,2424,-2340,1551
116,2446,-2410,1432
117,2415,-2420,1500
118,2460,-2429,1626
119,2456,-2484,1527
120,2562,-2412,1674
121,2463,-2506,1556
122,2362,-2481,1839
123,2442,-2514,1726
124,2427,-2555,1798
125,2475,-2585,1741
126,2381,-2702,1528
127,2345,-2689,1788
128,2300,-2751,1731
129,2434,-2726,1769
130,2267,-2848,1682
131,2373,-2866,1762
132,2234,-2934,1615
133,2339,-2956,1577
134,2345,-2965,1683
135,2180,-3104,1489
136,2318,-3068,1639
137,2268,-3134,1613
138,2253,-3106,1769
139,2406,-3122,1815
140,2328,-3242,1611
141,2524,-3245,1578
142,2140,-3311,1680
143,2298,-3321,1619
144,2409,-3334,1720
145,2317,-3427,1578
146,2260,-3445,1519
147,2216,-3464,1699
148,2182,-3553,1640
149,2122,-3526,1820
150,2172,-3592,1664
151,2357,-3539,1738
152,2299,-3565,1683
153,2256,-3676,1445
154,2345,-3664,1648
155,2418,-3645,1731
156,2363,-3733,1547
157,2244,-3799,1528
158,2331,-3800,1498
159,2288,-3845,1557
160,2334,-3877,1573
161,2194,-3961,1403
162,2374,-3942,1457
163,2314,-3949,1653
164,2273,-3979,1785
165,2273,-3979,1785
166,2162,-4091,1532
167,2141,-4120,1511
168,2211,-4136,1703
169,2166,-4217,1392
170,2194,-4227,1412
171,2204,-4210,1806
172,2180,-4268,1522
173,2337,-4249,1683
174,2229,-4306,1726
175,2259,-4352,1560
176,2307,-4353,1603
177,2172,-4430,1472
178,2209,-4461,1366
179,2328,-4436,1347
180,2462,-4442,1333
181,2154,-4529,1290
182,2114,-4576,1516
183,2231,-4553,1498
184,2231,-4553,1498
185,2217,-4584,1528
186,2290,-4578,1686
187,2296,-4603,1558
188,2215,-4637,1568
189,2269,-4577,1763
190,2437,-4599,1549
191,2220,-4660,1440
192,2315,-4638,1537
193,2340,-4624,1687
194,2198,-4677,1680
195,2225,-4674,1571
196,2377,-4617,1735
197,2225,-4642,1834
198,2066,-4699,1671
199,2184,-4572,2171
200,2113,1430,-4114
201,2086,-4672,1693
202,1850,-4736,1584
203,2093,-4595,1961
204,1942,-4690,1809
205,1864,-4694,1863
206,2250,-4567,1993
207,1974,-4682,1486
208,2059,-4670,1537
209,2026,-4632,1641
210,1966,-4624,1802
211,1992,-4571,1984
212,2016,-4578,1887
213,2062,-4571,1926
214,2106,-4574,1730
215,1993,-4565,1863
216,2080,-4545,1949
217,1921,-4569,1917
218,1941,-4599,1725
219,2146,-4565,1768
220,2169,-4589,1571
221,2105,-4621,1499
222,1972,-4626,1468
223,2131,-4526,1790
224,1895,-4617,1421
225,1984,-4602,1511
226,2048,-4576,1580
227,2169,-4589,1571
228,1915,-4632,1437
229,2169,-4589,1571
230,1913,-4612,1311
231,1984,-4602,1511
232,1932,-4607,1458
233,2099,-4583,1498
234,2169,-4589,1571
235,1915,-4632,1437
236,2048,-4576,1580
237,1988,-4623,1387
238,2137,-4555,1670
239,1976,-4647,1341
240,2010,-4615,1532
241,1933,-4643,1452
242,2186,-4572,1712
243,2091,-4567,1747
244,2212,-4571,1608
245,2101,-4617,1496
246,2083,-4617,1576
247,2007,-4634,1401
248,2029,-4625,1548
249,1929,-4618,1582
250,1936,-4662,1323
251,1912,-4627,1435
252,1909,-4644,1586
253,2037,-4610,1701
254,1971,-4584,1779
255,1979,-4623,1783
256,2076,-4642,1500
257,1979,-4623,1783
258,1996,-4596,1804
259,1980,-4635,1534
260,1976,-4612,1656
261,1971,-4584,1779
262,2072,-4617,1626
263,2027,-4607,1551
264,2172,-4598,1560
265,2015,-4632,1508
266,1930,-4600,1585
267,2027,-4607,1551
268,1859,-4631,1512
269,1845,-4655,1238
270,2031,-4630,1426
271,2006,-4582,1755
272,1982,-4653,1232
273,2027,-4607,1551
274,2083,-4617,1576
275,2096,-4594,1621
276,1998,-4587,1654
277,1929,-4618,1582
278,1998,-4587,1654
279,1933,-4643,1452
280,2167,-4573,1787
281,2120,-4592,1514
282,1998,-4587,1654
283,2050,-4581,1672
284,2212,-4571,1608
285,1897,-4642,1483
286,1807,-4647,1616
287,1796,-4695,1473
288,1787,-4633,1595
289,1795,-4695,1212
290,1623,-4693,1298
291,1883,-4643,1561
292,1886,-4664,1436
293,1799,-4633,1517
294,1776,-4682,1455
295,1776,-4682,1455
296,2091,-4567,1747
297,2073,-4565,1821
298,1933,-4643,1452
299,2163,-4587,1566
300,2073,-4565,1821
301,2003,-4612,1527
302,2091,-4567,1747
303,2239,-4511,1897
304,2127,-4630,1515
305,2127,-4630,1515
306,2151,-4532,1810
307,2009,-4655,1432
308,1933,-4639,1611
309,1821,-4640,1500
310,2000,-4606,1680
311,1912,-4637,1716
312,1908,-4611,1838
313,2152,-4599,1567
314,1973,-4575,1900
315,2000,-4606,1680
316,2005,-4632,1559
317,2016,-4608,1605
318,2072,-4617,1626
319,2020,-4647,1375
320,2155,-4572,1835
321,1996,-4635,1457
322,2061,-4563,1868
323,2133,-4590,1692
324,2130,-4603,1547
325,1955,-4612,1759
326,1976,-4612,1656
327,1892,-4667,1571
328,2155,-4572,1835
329,2003,-4567,1816
330,1928,-4587,1648
331,1941,-4626,1623
332,2068,-4581,1660
333,2020,-4568,1741
334,2003,-4567,1816
335,2027,-4578,1840
336,2003,-4567,1816
337,2110,-4546,1830
338,2021,-4547,1959
339,1928,-4587,1648
340,2015,-4632,1508
341,2015,-4632,1508
342,1958,-4638,1477
343,1934,-4624,1457
344,2056,-4644,1443
345,2056,-4644,1443
346,1958,-4638,1477
347,2039,-4645,1526
348,2039,-4645,1526
349,2085,-4655,1466
350,1971,-4675,1452
351,2132,-4667,1543
352,2040,-4683,1840
353,2161,-4679,1566
354,2202,-4655,1871
355,2138,-4689,1806
356,2145,-4720,1680
357,2240,-4692,1777
358,2240,-4692,1777
359,2246,-4720,1647
360,2219,-4721,1755
361,2339,-4695,1742
362,2420,-4711,1328
363,2476,-4655,1542
364,2414,-4686,1465
365,2540,-4628,1750
366,2603,-4619,1692
367,2610,-4645,1561
368,2673,-4605,1894
369,2571,-4631,1922
370,2606,-4699,1508
371,2635,-4694,1567
372,2863,-4622,1655
373,2691,-4724,1565
374,2476,-4810,1585
375,2896,-4722,1635
376,2485,-4915,971
377,2691,-4851,1341
378,2878,-4793,1723
379,2877,-4863,1246
380,3035,-4811,1581
381,2874,-4911,1433
382,3035,-4865,1131
383,2804,-4934,1390
384,2914,-4840,1600
385,3067,-4792,1641
386,3122,-4817,1532
387,3027,-4850,1429
388,3124,-4853,1480
389,3272,-4784,1810
390,3367,-4756,1581
391,3322,-4795,1497
392,3435,-4778,1519
393,3522,-4782,1243
394,3372,-4838,1559
395,3379,-4894,852
396,3545,-4800,1061
397,3334,-4923,993
398,3653,-4784,1396
399,3671,-4767,1558
400,3729,-4783,1204
401,4190,-4590,1527
402,3919,-4773,1196
403,3952,-4770,1206
404,3882,-4864,1250
405,3787,-4922,972
406,4001,-4821,1454
407,4032,-4842,1071
408,4086,-4842,1487
409,4074,-4864,1699
410,4067,-4850,1546
411,4254,-4753,1920
412,4351,-4784,1665
413,4049,-4946,1678
414,4329,-4807,1861
415,4212,-4858,2079
416,4311,-4827,2050
417,4352,-4839,1870
418,4452,-4807,1833
419,4467,-4735,2287
420,4714,-4667,1738
421,4633,-4735,1779
