count,data
1, 1373003  ms,  1933  mm,  -80  dBm 
2, 1373080  ms,  1924  mm,  -80  dBm 
3, 1373157  ms,  1900  mm,  -80  dBm 
4, 1373234  ms,  1952  mm,  -80  dBm 
5, 1373311  ms,  1924  mm,  -80  dBm 
6, 1373388  ms,  1943  mm,  -80  dBm 
7, 1373464  ms,  1943  mm,  -80  dBm 
8, 1373541  ms,  1938  mm,  -80  dBm 
9, 1373619  ms,  1919  mm,  -80  dBm 
10, 1373696  ms,  1910  mm,  -80  dBm 
11, 1373788  ms,  1943  mm,  -80  dBm 
12, 1373865  ms,  1896  mm,  -80  dBm 
13, 1373942  ms,  1924  mm,  -80  dBm 
14, 1374019  ms,  1957  mm,  -80  dBm 
15, 1374096  ms,  1928  mm,  -80  dBm 
16, 1374173  ms,  1928  mm,  -80  dBm 
17, 1374250  ms,  1900  mm,  -80  dBm 
18, 1374327  ms,  1933  mm,  -80  dBm 
19, 1374403  ms,  1938  mm,  -80  dBm 
20, 1374480  ms,  1905  mm,  -80  dBm 
21, 1374557  ms,  1947  mm,  -80  dBm 
22, 1374634  ms,  1943  mm,  -80  dBm 
23, 1374711  ms,  1938  mm,  -80  dBm 
24, 1374788  ms,  1910  mm,  -80  dBm 
25, 1374865  ms,  1928  mm,  -80  dBm 
26, 1374942  ms,  1868  mm,  -80  dBm 
27, 1375019  ms,  1919  mm,  -80  dBm 
